measurement_id,component_id,lot_id_cmm,feature_name,nominal_value,upper_tolerance,lower_tolerance,measured_value,measurement_timestamp,cmm_machine_id,inspector_id,result,production_order_id,part_id,lot_id_erp,production_timestamp,quantity,machine_id,operator_id,shift,plant_code,status,pass_flag,z_score,anomaly_z,anomaly_iforest
M0003738,PART-022,LOT-03738,thickness,5,5.05,4.95,5.011,1/29/2024 6:10,CMM3,QC011,pass,PO003738,PART-022,LOT-03738,2024-01-27 10:10:00,290,M010,OP034,1,PLANT2,in_progress,True,-0.7252554798586507,False,False
M0003739,PART-018,LOT-03739,angle,45,46.0,44.0,45.041,1/11/2024 12:07,CMM3,QC011,pass,PO003739,PART-018,LOT-03739,2024-01-10 09:07:00,237,M016,OP098,1,PLANT1,completed,True,0.508084879399926,False,False
M0003740,PART-026,LOT-03740,parallelism,0,0.1,0.0,-0.004,1/26/2024 7:39,CMM2,QC006,fail,PO003740,PART-026,LOT-03740,2024-01-24 19:39:00,73,M003,OP024,2,PLANT3,completed,False,-0.8797696417792543,False,False
M0003741,PART-002,LOT-03741,flatness,0,0.1,0.0,-0.043,1/12/2024 10:17,CMM2,QC007,fail,PO003741,PART-002,LOT-03741,2024-01-10 13:17:00,290,M017,OP044,1,PLANT2,in_progress,False,-0.8809712474252969,False,False
M0003742,PART-008,LOT-03742,length,20,20.2,19.8,20.016,1/5/2024 7:28,CMM2,QC002,pass,PO003742,PART-008,LOT-03742,2024-01-04 17:28:00,315,M008,OP079,2,PLANT2,in_progress,True,-0.26294541014406303,False,False
M0003743,PART-006,LOT-03743,width,10,10.1,9.9,9.975,1/15/2024 4:29,CMM3,QC003,pass,PO003743,PART-006,LOT-03743,2024-01-13 12:29:00,489,M011,OP074,1,PLANT1,in_progress,True,-0.5723126483982566,False,False
M0003744,PART-002,LOT-03744,bore_diameter,50,50.4,49.6,49.708,1/30/2024 3:08,CMM2,QC004,pass,PO003744,PART-002,LOT-03744,2024-01-29 02:08:00,356,M019,OP081,3,PLANT1,in_progress,True,0.6518770217096882,False,False
M0003745,PART-029,LOT-03745,thickness,5,5.05,4.95,5.02,1/22/2024 21:11,CMM2,QC007,pass,PO003745,PART-029,LOT-03745,2024-01-22 07:11:00,315,M002,OP048,1,PLANT2,completed,True,-0.7249781862480255,False,False
M0003746,PART-028,LOT-03746,bore_diameter,50,50.4,49.6,50.128,1/21/2024 6:59,CMM3,QC008,pass,PO003746,PART-028,LOT-03746,2024-01-20 05:59:00,319,M007,OP029,3,PLANT2,completed,True,0.6648173902055314,False,False
M0003747,PART-043,LOT-03747,length,20,20.2,19.8,20.003,1/16/2024 13:58,CMM2,QC013,pass,PO003747,PART-043,LOT-03747,2024-01-15 05:58:00,401,M017,OP069,3,PLANT1,completed,True,-0.2633459453594105,False,False
M0003748,PART-030,LOT-03748,outer_diameter,100,100.5,99.5,100.038,1/3/2024 11:59,CMM2,QC002,pass,PO003748,PART-030,LOT-03748,2024-01-01 12:59:00,413,M011,OP025,1,PLANT1,completed,True,2.2025645131282285,False,False
M0003749,PART-002,LOT-03749,angle,45,46.0,44.0,45.358,1/8/2024 4:45,CMM1,QC019,pass,PO003749,PART-002,LOT-03749,2024-01-06 12:45:00,82,M019,OP031,1,PLANT3,completed,True,0.5178517765741696,False,False
M0003750,PART-016,LOT-03750,outer_diameter,100,100.5,99.5,100.037,1/25/2024 5:46,CMM1,QC009,pass,PO003750,PART-016,LOT-03750,2024-01-25 05:46:00,84,M019,OP061,3,PLANT2,completed,True,2.2025337027270484,False,False
M0003751,PART-021,LOT-03751,length,20,20.2,19.8,20.06,1/18/2024 0:48,CMM3,QC008,pass,PO003751,PART-021,LOT-03751,2024-01-16 21:48:00,82,M008,OP093,2,PLANT2,completed,True,-0.2615897524921176,False,False
M0003752,PART-004,LOT-03752,parallelism,0,0.1,0.0,-0.01,1/26/2024 22:07,CMM1,QC015,fail,PO003752,PART-004,LOT-03752,2024-01-25 04:07:00,187,M018,OP013,3,PLANT3,completed,False,-0.8799545041863378,False,False
M0003753,PART-003,LOT-03753,width,10,10.1,9.9,10.044,1/14/2024 1:33,CMM1,QC003,pass,PO003753,PART-003,LOT-03753,2024-01-13 21:33:00,187,M002,OP018,2,PLANT2,completed,True,-0.5701867307167966,False,False
M0003754,PART-030,LOT-03754,thickness,5,5.05,4.95,5.005,1/10/2024 13:38,CMM1,QC012,pass,PO003754,PART-030,LOT-03754,2024-01-10 09:38:00,225,M003,OP044,1,PLANT3,completed,True,-0.7254403422657342,False,False
M0003755,PART-034,LOT-03755,parallelism,0,0.1,0.0,0.006,1/24/2024 16:58,CMM3,QC018,pass,PO003755,PART-034,LOT-03755,2024-01-23 13:58:00,125,M013,OP097,1,PLANT2,completed,True,-0.8794615377674485,False,False
M0003756,PART-029,LOT-03756,length,20,20.2,19.8,19.915,1/4/2024 18:08,CMM1,QC010,pass,PO003756,PART-029,LOT-03756,2024-01-04 14:08:00,131,M012,OP066,2,PLANT3,completed,True,-0.2660572606633015,False,False
M0003757,PART-037,LOT-03757,parallelism,0,0.1,0.0,0.01,1/12/2024 13:58,CMM1,QC015,pass,PO003757,PART-037,LOT-03757,2024-01-12 03:58:00,127,M012,OP031,3,PLANT3,completed,True,-0.8793382961627262,False,False
M0003758,PART-001,LOT-03758,width,10,10.1,9.9,9.972,1/30/2024 22:26,CMM2,QC008,pass,PO003758,PART-001,LOT-03758,2024-01-29 12:26:00,190,M018,OP042,1,PLANT2,completed,True,-0.5724050796017983,False,False
M0003759,PART-041,LOT-03759,angle,45,46.0,44.0,44.787,1/14/2024 23:49,CMM2,QC012,pass,PO003759,PART-041,LOT-03759,2024-01-14 06:49:00,250,M008,OP012,1,PLANT3,completed,True,0.5002590375000591,False,False
M0003760,PART-025,LOT-03760,flatness,0,0.1,0.0,-0.027,1/19/2024 6:13,CMM1,QC003,fail,PO003760,PART-025,LOT-03760,2024-01-18 02:13:00,142,M019,OP063,3,PLANT3,completed,False,-0.8804782810064077,False,False
M0003761,PART-023,LOT-03761,outer_diameter,100,100.5,99.5,99.822,1/7/2024 14:21,CMM3,QC011,pass,PO003761,PART-023,LOT-03761,2024-01-06 06:21:00,71,M013,OP038,1,PLANT1,completed,True,2.1959094664732235,False,False
M0003762,PART-044,LOT-03762,length,20,20.2,19.8,20.142,1/29/2024 12:02,CMM2,QC001,pass,PO003762,PART-044,LOT-03762,2024-01-28 22:02:00,41,M005,OP066,3,PLANT1,completed,True,-0.25906329959531005,False,False
M0003763,PART-012,LOT-03763,bore_diameter,50,50.4,49.6,50.178,1/23/2024 12:05,CMM3,QC020,pass,PO003763,PART-012,LOT-03763,2024-01-21 19:05:00,34,M006,OP070,2,PLANT3,completed,True,0.6663579102645603,False,False
M0003764,PART-050,LOT-03764,thickness,5,5.05,4.95,5.032,1/31/2024 2:08,CMM1,QC004,pass,PO003764,PART-050,LOT-03764,2024-01-30 14:08:00,213,M014,OP001,2,PLANT2,delayed,True,-0.7246084614338585,False,False
M0003765,PART-019,LOT-03765,thickness,5,5.05,4.95,4.98,1/10/2024 0:25,CMM2,QC017,pass,PO003765,PART-019,LOT-03765,2024-01-09 01:25:00,286,M003,OP049,3,PLANT2,completed,True,-0.7262106022952486,False,False
M0003766,PART-046,LOT-03766,outer_diameter,100,100.5,99.5,100.012,1/20/2024 21:14,CMM1,QC017,pass,PO003766,PART-046,LOT-03766,2024-01-19 18:14:00,59,M002,OP014,2,PLANT3,delayed,True,2.2017634426975334,False,False
M0003767,PART-030,LOT-03767,bore_diameter,50,50.4,49.6,49.828,1/16/2024 9:09,CMM1,QC017,pass,PO003767,PART-030,LOT-03767,2024-01-15 17:09:00,344,M007,OP043,2,PLANT3,in_progress,True,0.6555742698513578,False,False
M0003768,PART-041,LOT-03768,bore_diameter,50,50.4,49.6,49.907,1/16/2024 9:15,CMM1,QC010,pass,PO003768,PART-041,LOT-03768,2024-01-14 15:15:00,229,M009,OP006,2,PLANT2,delayed,True,0.6580082915446234,False,False
M0003769,PART-003,LOT-03769,thickness,5,5.05,4.95,4.985,1/11/2024 11:20,CMM1,QC018,pass,PO003769,PART-003,LOT-03769,2024-01-09 14:20:00,362,M018,OP070,2,PLANT1,completed,True,-0.7260565502893458,False,False
M0003770,PART-014,LOT-03770,length,20,20.2,19.8,20.083,1/2/2024 14:02,CMM1,QC009,pass,PO003770,PART-014,LOT-03770,2024-01-01 09:02:00,155,M005,OP063,1,PLANT2,completed,True,-0.26088111326496427,False,False
M0003771,PART-009,LOT-03771,flatness,0,0.1,0.0,-0.032,1/24/2024 17:05,CMM2,QC007,fail,PO003771,PART-009,LOT-03771,2024-01-24 04:05:00,466,M004,OP034,3,PLANT3,completed,False,-0.8806323330123105,False,False
M0003772,PART-018,LOT-03772,outer_diameter,100,100.5,99.5,99.934,1/22/2024 3:06,CMM3,QC003,pass,PO003772,PART-018,LOT-03772,2024-01-21 15:06:00,79,M017,OP097,2,PLANT3,completed,True,2.199360231405448,False,False
M0003773,PART-021,LOT-03773,outer_diameter,100,100.5,99.5,100.178,1/10/2024 22:55,CMM1,QC019,pass,PO003773,PART-021,LOT-03773,2024-01-10 14:55:00,494,M001,OP074,2,PLANT2,completed,True,2.2068779692935094,False,False
M0003774,PART-003,LOT-03774,width,10,10.1,9.9,10.02,1/20/2024 0:59,CMM2,QC011,pass,PO003774,PART-003,LOT-03774,2024-01-20 00:59:00,273,M013,OP034,3,PLANT3,completed,True,-0.5709261803451305,False,False
M0003775,PART-043,LOT-03775,bore_diameter,50,50.4,49.6,50.307,1/28/2024 14:48,CMM3,QC017,pass,PO003775,PART-043,LOT-03775,2024-01-28 14:48:00,340,M001,OP073,2,PLANT1,completed,True,0.6703324520168551,False,False
M0003776,PART-035,LOT-03776,width,10,10.1,9.9,9.951,1/13/2024 22:53,CMM3,QC003,pass,PO003776,PART-035,LOT-03776,2024-01-13 15:53:00,500,M020,OP066,2,PLANT2,completed,True,-0.5730520980265905,False,False
M0003777,PART-021,LOT-03777,flatness,0,0.1,0.0,0.042,1/18/2024 0:57,CMM2,QC019,pass,PO003777,PART-021,LOT-03777,2024-01-16 22:57:00,77,M008,OP099,3,PLANT2,completed,True,-0.8783523633249476,False,False
M0003778,PART-030,LOT-03778,length,20,20.2,19.8,20.076,1/7/2024 16:18,CMM3,QC014,pass,PO003778,PART-030,LOT-03778,2024-01-07 04:18:00,453,M016,OP016,3,PLANT2,completed,True,-0.2610967860732282,False,False
M0003779,PART-013,LOT-03779,outer_diameter,100,100.5,99.5,99.838,1/2/2024 13:14,CMM3,QC016,pass,PO003779,PART-013,LOT-03779,2024-01-01 23:14:00,348,M014,OP071,3,PLANT3,delayed,True,2.196402432892113,False,False
M0003780,PART-007,LOT-03780,length,20,20.2,19.8,20.067,1/18/2024 21:09,CMM3,QC016,pass,PO003780,PART-007,LOT-03780,2024-01-18 11:09:00,449,M009,OP100,1,PLANT3,completed,True,-0.26137407968385346,False,False
M0003781,PART-003,LOT-03781,outer_diameter,100,100.5,99.5,100.056,1/11/2024 4:50,CMM2,QC007,pass,PO003781,PART-003,LOT-03781,2024-01-10 05:50:00,176,M007,OP076,3,PLANT3,completed,True,2.203119100349479,False,False
M0003782,PART-005,LOT-03782,length,20,20.2,19.8,19.985,1/25/2024 10:03,CMM3,QC008,pass,PO003782,PART-005,LOT-03782,2024-01-24 02:03:00,272,M007,OP071,3,PLANT2,completed,True,-0.263900532580661,False,False
M0003783,PART-048,LOT-03783,bore_diameter,50,50.4,49.6,49.89,1/17/2024 13:16,CMM1,QC013,pass,PO003783,PART-048,LOT-03783,2024-01-17 08:16:00,282,M008,OP094,1,PLANT1,completed,True,0.6574845147245536,False,False
M0003784,PART-019,LOT-03784,parallelism,0,0.1,0.0,-0.024,1/22/2024 17:42,CMM3,QC008,fail,PO003784,PART-019,LOT-03784,2024-01-22 14:42:00,250,M001,OP033,2,PLANT1,completed,False,-0.8803858498028659,False,False
M0003785,PART-001,LOT-03785,width,10,10.1,9.9,10.068,1/28/2024 16:52,CMM3,QC016,pass,PO003785,PART-001,LOT-03785,2024-01-28 12:52:00,26,M020,OP015,1,PLANT2,completed,True,-0.5694472810884628,False,False
M0003786,PART-041,LOT-03786,parallelism,0,0.1,0.0,0.0,1/20/2024 10:48,CMM3,QC016,pass,PO003786,PART-041,LOT-03786,2024-01-20 01:48:00,31,M006,OP070,3,PLANT1,completed,True,-0.879646400174532,False,False
M0003787,PART-023,LOT-03787,thickness,5,5.05,4.95,5.013,1/13/2024 0:54,CMM2,QC006,pass,PO003787,PART-023,LOT-03787,2024-01-13 00:54:00,423,M006,OP006,3,PLANT2,completed,True,-0.7251938590562896,False,False
M0003788,PART-011,LOT-03788,flatness,0,0.1,0.0,-0.026,1/13/2024 9:06,CMM2,QC017,fail,PO003788,PART-011,LOT-03788,2024-01-11 14:06:00,477,M003,OP079,2,PLANT1,completed,False,-0.880447470605227,False,False
M0003789,PART-023,LOT-03789,outer_diameter,100,100.5,99.5,99.43,1/21/2024 16:44,CMM2,QC016,fail,PO003789,PART-023,LOT-03789,2024-01-21 11:44:00,256,M005,OP001,1,PLANT2,completed,False,2.1838317892104366,False,True
M0003790,PART-005,LOT-03790,outer_diameter,100,100.5,99.5,99.87,1/3/2024 5:29,CMM3,QC008,pass,PO003790,PART-005,LOT-03790,2024-01-01 21:29:00,48,M016,OP089,2,PLANT3,in_progress,True,2.1973883657298914,False,False
M0003791,PART-018,LOT-03791,parallelism,0,0.1,0.0,0.036,1/6/2024 2:54,CMM3,QC018,pass,PO003791,PART-018,LOT-03791,2024-01-05 12:54:00,309,M007,OP021,1,PLANT2,completed,True,-0.8785372257320311,False,False
M0003792,PART-050,LOT-03792,angle,45,46.0,44.0,44.55,1/13/2024 10:21,CMM1,QC002,pass,PO003792,PART-050,LOT-03792,2024-01-11 22:21:00,450,M018,OP083,3,PLANT1,completed,True,0.49295697242026176,False,False
M0003793,PART-031,LOT-03793,length,20,20.2,19.8,19.972,1/29/2024 11:58,CMM2,QC017,pass,PO003793,PART-031,LOT-03793,2024-01-29 00:58:00,178,M004,OP082,3,PLANT1,completed,True,-0.2643010677960084,False,False
M0003794,PART-018,LOT-03794,outer_diameter,100,100.5,99.5,100.006,1/27/2024 6:10,CMM2,QC008,pass,PO003794,PART-018,LOT-03794,2024-01-25 18:10:00,258,M001,OP076,2,PLANT3,completed,True,2.20157858029045,False,False
M0003795,PART-031,LOT-03795,angle,45,46.0,44.0,45.037,1/8/2024 22:57,CMM3,QC017,pass,PO003795,PART-031,LOT-03795,2024-01-07 20:57:00,401,M013,OP033,2,PLANT3,completed,True,0.5079616377952038,False,False
M0003796,PART-012,LOT-03796,length,20,20.2,19.8,19.988,1/9/2024 12:49,CMM1,QC015,pass,PO003796,PART-012,LOT-03796,2024-01-09 01:49:00,211,M003,OP064,3,PLANT2,completed,True,-0.26380810137711924,False,False
M0003797,PART-012,LOT-03797,length,20,20.2,19.8,20.026,1/15/2024 12:20,CMM2,QC004,pass,PO003797,PART-012,LOT-03797,2024-01-14 04:20:00,27,M009,OP089,3,PLANT3,completed,True,-0.2626373061322572,False,False
M0003798,PART-012,LOT-03798,outer_diameter,100,100.5,99.5,100.115,1/21/2024 20:53,CMM1,QC008,pass,PO003798,PART-012,LOT-03798,2024-01-20 01:53:00,71,M004,OP069,3,PLANT3,completed,True,2.204936914019133,False,False
M0003799,PART-013,LOT-03799,bore_diameter,50,50.4,49.6,50.098,1/15/2024 21:39,CMM2,QC018,pass,PO003799,PART-013,LOT-03799,2024-01-14 21:39:00,215,M017,OP056,2,PLANT1,completed,True,0.663893078170114,False,False
M0003800,PART-014,LOT-03800,bore_diameter,50,50.4,49.6,49.869,1/4/2024 18:53,CMM2,QC013,pass,PO003800,PART-014,LOT-03800,2024-01-03 06:53:00,263,M001,OP020,1,PLANT3,completed,True,0.6568374962997615,False,False
M0003801,PART-045,LOT-03801,parallelism,0,0.1,0.0,0.138,1/30/2024 21:01,CMM1,QC018,fail,PO003801,PART-045,LOT-03801,2024-01-30 17:01:00,106,M002,OP020,2,PLANT1,completed,False,-0.875394564811612,False,False
M0003802,PART-022,LOT-03802,bore_diameter,50,50.4,49.6,49.962,1/12/2024 22:15,CMM1,QC006,pass,PO003802,PART-022,LOT-03802,2024-01-11 18:15:00,220,M014,OP093,2,PLANT1,completed,True,0.6597028636095554,False,False
M0003803,PART-024,LOT-03803,bore_diameter,50,50.4,49.6,50.159,1/10/2024 10:43,CMM2,QC005,pass,PO003803,PART-024,LOT-03803,2024-01-09 22:43:00,229,M018,OP075,3,PLANT1,completed,True,0.6657725126421293,False,False
M0003804,PART-030,LOT-03804,thickness,5,5.05,4.95,5.015,1/23/2024 10:41,CMM3,QC011,pass,PO003804,PART-030,LOT-03804,2024-01-22 15:41:00,329,M011,OP004,2,PLANT1,completed,True,-0.7251322382539284,False,False
M0003805,PART-016,LOT-03805,flatness,0,0.1,0.0,-0.046,1/8/2024 9:09,CMM3,QC018,fail,PO003805,PART-016,LOT-03805,2024-01-07 05:09:00,190,M019,OP002,3,PLANT1,completed,False,-0.8810636786288386,False,False
M0003806,PART-014,LOT-03806,flatness,0,0.1,0.0,0.012,1/30/2024 6:06,CMM1,QC005,pass,PO003806,PART-014,LOT-03806,2024-01-29 00:06:00,256,M003,OP025,3,PLANT1,completed,True,-0.879276675360365,False,False
M0003807,PART-011,LOT-03807,parallelism,0,0.1,0.0,-0.066,1/9/2024 9:01,CMM1,QC014,fail,PO003807,PART-011,LOT-03807,2024-01-08 07:01:00,67,M004,OP027,1,PLANT3,in_progress,False,-0.8816798866524501,False,False
M0003808,PART-037,LOT-03808,width,10,10.1,9.9,10.002,1/4/2024 14:03,CMM3,QC011,pass,PO003808,PART-037,LOT-03808,2024-01-02 21:03:00,400,M017,OP061,2,PLANT1,completed,True,-0.5714807675663809,False,False
M0003809,PART-032,LOT-03809,outer_diameter,100,100.5,99.5,100.316,1/8/2024 13:41,CMM3,QC019,pass,PO003809,PART-032,LOT-03809,2024-01-07 11:41:00,115,M004,OP004,1,PLANT2,completed,True,2.2111298046564296,False,True
M0003810,PART-046,LOT-03810,bore_diameter,50,50.4,49.6,49.874,1/14/2024 23:06,CMM2,QC003,pass,PO003810,PART-046,LOT-03810,2024-01-13 17:06:00,400,M014,OP015,2,PLANT2,completed,True,0.6569915483056644,False,False
M0003811,PART-011,LOT-03811,flatness,0,0.1,0.0,-0.028,1/26/2024 13:38,CMM3,QC008,fail,PO003811,PART-011,LOT-03811,2024-01-25 21:38:00,433,M003,OP061,2,PLANT1,completed,False,-0.8805090914075882,False,False
M0003812,PART-020,LOT-03812,flatness,0,0.1,0.0,0.025,1/14/2024 0:28,CMM1,QC008,pass,PO003812,PART-020,LOT-03812,2024-01-12 03:28:00,228,M002,OP019,3,PLANT1,completed,True,-0.8788761401450176,False,False
M0003813,PART-019,LOT-03813,parallelism,0,0.1,0.0,-0.051,1/7/2024 22:54,CMM2,QC003,fail,PO003813,PART-019,LOT-03813,2024-01-06 23:54:00,114,M012,OP019,3,PLANT1,completed,False,-0.8812177306347415,False,False
M0003814,PART-001,LOT-03814,thickness,5,5.05,4.95,4.989,1/8/2024 10:21,CMM2,QC015,pass,PO003814,PART-001,LOT-03814,2024-01-07 13:21:00,195,M006,OP028,1,PLANT3,completed,True,-0.7259333086846234,False,False
M0003815,PART-006,LOT-03815,parallelism,0,0.1,0.0,0.02,1/8/2024 20:00,CMM2,QC019,pass,PO003815,PART-006,LOT-03815,2024-01-07 11:00:00,395,M001,OP075,1,PLANT2,completed,True,-0.8790301921509204,False,False
M0003816,PART-029,LOT-03816,length,20,20.2,19.8,19.958,1/23/2024 7:14,CMM2,QC017,pass,PO003816,PART-029,LOT-03816,2024-01-22 14:14:00,472,M006,OP049,2,PLANT3,completed,True,-0.2647324134125366,False,False
M0003817,PART-044,LOT-03817,width,10,10.1,9.9,9.992,1/10/2024 17:28,CMM3,QC017,pass,PO003817,PART-044,LOT-03817,2024-01-09 07:28:00,235,M012,OP041,1,PLANT1,completed,True,-0.5717888715781867,False,False
M0003818,PART-009,LOT-03818,width,10,10.1,9.9,10.025,1/23/2024 4:43,CMM3,QC019,pass,PO003818,PART-009,LOT-03818,2024-01-22 09:43:00,229,M003,OP084,1,PLANT2,completed,True,-0.5707721283392277,False,False
M0003819,PART-020,LOT-03819,length,20,20.2,19.8,20.028,1/27/2024 23:36,CMM2,QC002,pass,PO003819,PART-020,LOT-03819,2024-01-26 08:36:00,32,M005,OP035,1,PLANT2,in_progress,True,-0.2625756853298961,False,False
M0003820,PART-023,LOT-03820,thickness,5,5.05,4.95,5.004,1/28/2024 7:15,CMM2,QC001,pass,PO003820,PART-023,LOT-03820,2024-01-27 14:15:00,296,M012,OP015,2,PLANT2,completed,True,-0.7254711526669148,False,False
M0003821,PART-007,LOT-03821,length,20,20.2,19.8,19.977,1/6/2024 20:06,CMM2,QC002,pass,PO003821,PART-007,LOT-03821,2024-01-05 20:06:00,314,M004,OP041,2,PLANT3,completed,True,-0.2641470157901056,False,False
M0003822,PART-006,LOT-03822,length,20,20.2,19.8,20.025,1/10/2024 0:28,CMM3,QC006,pass,PO003822,PART-006,LOT-03822,2024-01-08 18:28:00,432,M014,OP070,2,PLANT2,delayed,True,-0.26266811653343786,False,False
M0003823,PART-045,LOT-03823,angle,45,46.0,44.0,44.959,1/15/2024 12:52,CMM3,QC018,pass,PO003823,PART-045,LOT-03823,2024-01-13 23:52:00,395,M020,OP069,3,PLANT2,completed,True,0.5055584265031188,False,False
M0003824,PART-036,LOT-03824,outer_diameter,100,100.5,99.5,100.076,1/22/2024 11:26,CMM1,QC001,pass,PO003824,PART-036,LOT-03824,2024-01-20 11:26:00,425,M017,OP087,1,PLANT2,completed,True,2.2037353083730906,False,False
M0003825,PART-030,LOT-03825,width,10,10.1,9.9,9.983,1/19/2024 8:22,CMM1,QC006,pass,PO003825,PART-030,LOT-03825,2024-01-18 06:22:00,50,M001,OP065,1,PLANT3,completed,True,-0.5720661651888119,False,False
M0003826,PART-030,LOT-03826,thickness,5,5.05,4.95,4.932,1/14/2024 16:41,CMM1,QC010,fail,PO003826,PART-030,LOT-03826,2024-01-12 18:41:00,32,M017,OP096,2,PLANT1,completed,False,-0.7276895015519164,False,False
M0003827,PART-043,LOT-03827,width,10,10.1,9.9,9.994,1/26/2024 13:55,CMM3,QC006,pass,PO003827,PART-043,LOT-03827,2024-01-26 08:55:00,65,M019,OP015,1,PLANT3,completed,True,-0.5717272507758256,False,False
M0003828,PART-019,LOT-03828,flatness,0,0.1,0.0,-0.033,1/30/2024 15:53,CMM1,QC017,fail,PO003828,PART-019,LOT-03828,2024-01-29 04:53:00,453,M019,OP017,3,PLANT1,completed,False,-0.8806631434134912,False,False
M0003829,PART-003,LOT-03829,flatness,0,0.1,0.0,-0.001,1/3/2024 13:59,CMM1,QC017,fail,PO003829,PART-003,LOT-03829,2024-01-03 06:59:00,226,M019,OP095,1,PLANT3,completed,False,-0.8796772105757126,False,False
M0003830,PART-050,LOT-03830,flatness,0,0.1,0.0,-0.027,1/10/2024 10:12,CMM3,QC019,fail,PO003830,PART-050,LOT-03830,2024-01-10 04:12:00,221,M020,OP094,3,PLANT3,completed,False,-0.8804782810064077,False,False
M0003831,PART-013,LOT-03831,parallelism,0,0.1,0.0,-0.037,1/15/2024 20:07,CMM2,QC017,fail,PO003831,PART-013,LOT-03831,2024-01-15 20:07:00,137,M009,OP070,2,PLANT2,completed,False,-0.8807863850182134,False,False
M0003832,PART-018,LOT-03832,width,10,10.1,9.9,10.009,1/21/2024 23:28,CMM3,QC003,pass,PO003832,PART-018,LOT-03832,2024-01-21 10:28:00,40,M017,OP021,1,PLANT1,completed,True,-0.5712650947581169,False,False
M0003833,PART-034,LOT-03833,width,10,10.1,9.9,10.007,1/20/2024 11:04,CMM1,QC006,pass,PO003833,PART-034,LOT-03833,2024-01-19 16:04:00,183,M009,OP056,2,PLANT1,completed,True,-0.5713267155604781,False,False
M0003834,PART-001,LOT-03834,parallelism,0,0.1,0.0,0.026,1/10/2024 4:41,CMM2,QC006,pass,PO003834,PART-001,LOT-03834,2024-01-08 15:41:00,53,M006,OP026,2,PLANT3,completed,True,-0.8788453297438369,False,False
M0003835,PART-044,LOT-03835,angle,45,46.0,44.0,44.856,1/7/2024 22:04,CMM2,QC012,pass,PO003835,PART-044,LOT-03835,2024-01-07 18:04:00,463,M001,OP046,2,PLANT2,completed,True,0.502384955181519,False,False
M0003836,PART-014,LOT-03836,parallelism,0,0.1,0.0,0.014,1/11/2024 17:54,CMM2,QC010,pass,PO003836,PART-014,LOT-03836,2024-01-10 21:54:00,21,M002,OP003,2,PLANT1,completed,True,-0.8792150545580039,False,False
M0003837,PART-025,LOT-03837,flatness,0,0.1,0.0,0.018,1/12/2024 16:36,CMM3,QC003,pass,PO003837,PART-025,LOT-03837,2024-01-12 07:36:00,426,M010,OP096,1,PLANT3,delayed,True,-0.8790918129532815,False,False
M0003838,PART-030,LOT-03838,bore_diameter,50,50.4,49.6,50.059,1/13/2024 15:20,CMM2,QC001,pass,PO003838,PART-030,LOT-03838,2024-01-11 21:20:00,323,M004,OP079,2,PLANT1,completed,True,0.6626914725240713,False,False
M0003839,PART-034,LOT-03839,angle,45,46.0,44.0,44.725,1/27/2024 21:29,CMM2,QC016,pass,PO003839,PART-034,LOT-03839,2024-01-27 00:29:00,413,M019,OP012,3,PLANT1,completed,True,0.4983487926268632,False,False
M0003840,PART-026,LOT-03840,width,10,10.1,9.9,10.005,1/2/2024 18:53,CMM2,QC004,pass,PO003840,PART-026,LOT-03840,2024-01-01 02:53:00,31,M019,OP012,3,PLANT2,completed,True,-0.5713883363628391,False,False
M0003841,PART-048,LOT-03841,bore_diameter,50,50.4,49.6,50.049,1/29/2024 13:41,CMM1,QC014,pass,PO003841,PART-048,LOT-03841,2024-01-29 13:41:00,97,M008,OP018,1,PLANT3,completed,True,0.6623833685122656,False,False
M0003842,PART-030,LOT-03842,flatness,0,0.1,0.0,0.0,1/28/2024 13:40,CMM3,QC003,pass,PO003842,PART-030,LOT-03842,2024-01-27 11:40:00,364,M018,OP099,1,PLANT3,completed,True,-0.879646400174532,False,False
M0003843,PART-048,LOT-03843,angle,45,46.0,44.0,44.305,1/29/2024 7:46,CMM2,QC013,pass,PO003843,PART-048,LOT-03843,2024-01-29 02:46:00,42,M013,OP002,3,PLANT3,completed,True,0.48540842413102,False,False
M0003844,PART-022,LOT-03844,flatness,0,0.1,0.0,-0.022,1/16/2024 11:54,CMM2,QC013,fail,PO003844,PART-022,LOT-03844,2024-01-14 15:54:00,298,M003,OP071,2,PLANT2,completed,False,-0.8803242290005047,False,False
M0003845,PART-017,LOT-03845,parallelism,0,0.1,0.0,0.005,1/18/2024 21:21,CMM3,QC003,pass,PO003845,PART-017,LOT-03845,2024-01-18 16:21:00,145,M002,OP007,2,PLANT1,delayed,True,-0.8794923481686291,False,False
M0003846,PART-038,LOT-03846,thickness,5,5.05,4.95,5.037,1/26/2024 10:34,CMM3,QC013,pass,PO003846,PART-038,LOT-03846,2024-01-24 10:34:00,161,M008,OP032,1,PLANT2,completed,True,-0.7244544094279557,False,False
M0003847,PART-007,LOT-03847,parallelism,0,0.1,0.0,-0.012,1/12/2024 23:51,CMM2,QC009,fail,PO003847,PART-007,LOT-03847,2024-01-12 02:51:00,248,M003,OP013,3,PLANT3,in_progress,False,-0.880016124988699,False,False
M0003848,PART-021,LOT-03848,flatness,0,0.1,0.0,-0.024,1/6/2024 4:59,CMM3,QC007,fail,PO003848,PART-021,LOT-03848,2024-01-05 04:59:00,359,M020,OP072,3,PLANT3,completed,False,-0.8803858498028659,False,False
